Code,Description,Default_Translation (en-en),Target_Translation (lt-lt),Has_Translation
I18N_REGIONAL,I18NCode for Regional,Regional,Regioninis,Yes
I18N_REGIONAL_ADMINISTRATION,I18NCode for Regional Administration,Regional Administration,Regiono administracija,Yes
I18N_REGIONAL_COUNT,I18NCode for Regional Count,Regional Count,Regioninis grafas,Yes
I18N_REGIONAL_COUNT_CONTACT_SPHERE,i18NCode for Regional Count Contact Sphere,Regional Count Contact Sphere,Regioninio skaičiaus kontaktų sfera,Yes
I18N_REGIONAL_INFORMATION,I18NCode for regional information,Regional information,Regioninė informacija,Yes
I18N_REGIONAL_OPTION,I18NCode for Regional Option,Regional Option,Regioninis variantas,Yes
I18N_REGIONS,Region,Regions,Regionai,Yes
I18N_REGIONS__CHAPTERS__MEMBERS__AND_TEAMS,"I18NCode for Regions, Chapters, Members, and Teams","Regions, Chapters, Members and Teams","Regionai, skyriai, nariai ir komandos",Yes
I18N_REGIONS_EVOLUTION,I18nCode for Regions Evolution,Regions Evolution,Regionų evoliucija,Yes
I18N_REGIONS_SUBSTITLE,I18NCode for Regions,Regions,Regionai,Yes
I18N_REGISTER,I18NCode for Register ,Register,Registruotis,Yes
I18N_REGISTER_NEW_USER,I18NCode for Register New User,Register New User,Užregistruoti naują vartotoją,Yes
I18N_REGISTER_ONLY_FOR_R2Y_USERS,I18NCode for Register Only For R2Y Users,This register is only for Reporting2You users,Šis registras skirtas tik Reporting2You vartotojams,Yes
I18N_RELOAD_CHART,I18NCode for the Reload Chart Button,Reload Chart,Iš naujo įkelti diagramą,Yes
I18N_REMOVE_CONFIRMATION_BUTTON,I18NCode for Remove confirmation Button,"Yes, remove it!","Taip, pašalinkite!",Yes
I18N_REMOVE_FROM_THE_GROUP,I18NCode for Remove from the group,Remove from the group,Pašalinti iš grupės,Yes
I18N_REMOVE_IMAGE,I18NCode for Remove image,Remove image,Pašalinti vaizdą,Yes
I18N_RENEW,I18NCode for Renew,Renew at,Atnaujinti val,Yes
I18N_RENEW_ABREVIATION,I18NCode for Renew Abreviation,Renew,Atnaujinti,Yes
I18N_RENEW_SINGULAR,I18NCode for Renew word in singular,Renew,Atnaujinti,Yes
I18N_RENEWALS,I18NCode for Renewals,Renewals,Atnaujinimai,Yes
I18N_RENEWALS_IS_REQUIRED,I18NCode for Renewals is required,Renewals is required,Reikalingi atnaujinimai,Yes
I18N_RENEWS,I18NCode for Renews,Renew,Atnaujinti,Yes
I18N_REPORT,I18NCode for Report,Report,Pranešimas,Yes
I18N_REPORT_DATE,I18NCode for Report Date in Datatables Pdf Export,Report date,Ataskaitos data,Yes
I18N_REPORT_NAME,I18NCode for Report Name,Report Name,Pranešimo pavadinimas,Yes
I18N_REPORTS,I18NCode for Reports,Reports,Ataskaitos,Yes
I18N_REQUEST_NEW_TOKEN,I18NCode for Request New Token,Request New Token,Prašyti naujo žetono,Yes
I18N_REQUIRED_CODE,Required Code,I18n Codes names is required to be unique.,I18n kodų pavadinimai turi būti unikalūs.,Yes
I18N_RES,I18NCode for Res,Res.,Res.,Yes
I18N_RESET,I18NCode for Reset,Reset,Nustatyti iš naujo,Yes
I18N_RESIZE_CHAPTER_IMAGE_,I18NCode for Resize Chapter Image ,Resize chapter image,Keisti skyriaus vaizdo dydį,Yes
I18N_RESIZE_PROFILE_PICTURE,I18NCode for Resize profile picture,Resize profile picture,Pakeisti profilio nuotraukos dydį,Yes
I18N_RESPONDING_TO,"I18NCode for Responding to
",Responding to,Atsakant į,Yes
I18N_RESULT,I18NCode for Result,Result,Rezultatas,Yes
I18N_RET,I18NCode for Ret,Ret.,Ret.,Yes
I18N_RET_1Y,I18NCode for Ret 1Y,Ret.1Y,Ret.1Y,Yes
I18N_RETAIN,I18NCode for Retain,Retain,Išlaikyti,Yes
I18N_RETENTION,Retention,Retention,Išlaikymas,Yes
I18N_RETENTION_IS_REQUIRED,I18NCode for Retention is required,Retention is required,Reikalingas išlaikymas,Yes
I18N_RETURN_TO_LIST,I18NCode for Return to list,Return to list,Grįžti į sąrašą,Yes
I18N_RETURN_TO_LOGIN,I18NCode for Return to Login,Return to Login,Grįžti į Prisijungti,Yes
I18N_RETURN_TO_PREVIOUS_PAGE,I18NCode for Back to previous page,Return to previous page,Grįžti į ankstesnį puslapį,Yes
I18N_RG,I18NCode for RG,RG,RG,Yes
I18N_ROLE,I18NCode for Role,Role,Vaidmuo,Yes
I18N_RR,I18NCode for RR,RR,RR,Yes
I18N_S,I18NCode for S,S,S,Yes
I18N_SAVE,I18NCode for Save Button,Save,Išsaugoti,Yes
I18N_SAVED_FILES,I18NCode for Saved Files,Saved Files,Išsaugoti failai,Yes
I18N_SCHEDULED,I18NCode to scheduled,Scheduled,Suplanuota,Yes
I18N_SCHEDULED_DATE,I18NCode for Scheduled Date in Manage Tasks,Scheduled Date,Numatyta data,Yes
I18N_SEARCH,I18NCode for Search,Search,Ieškoti,Yes
I18N_SEARCH_BY,I18NCode for Search By label,Search by,Ieškoti pagal,Yes
I18N_SEARCH_BY_PROFESSION,I18NCode for Search By Profession,Search by Profession,Ieškoti pagal profesiją,Yes
I18N_SEARCH_CHAPTER,I18NCode for Search Chapter,Search Chapter,Paieškos skyrius,Yes
I18N_SEARCH_CODEI18N,,Search Code I18N,Paieškos kodas I18N,Yes
I18N_SEARCH_CONTEXT,I18NCode for search context bar,Search context,Paieškos kontekstas,Yes
I18N_SEARCH_COUNTRY,I18nCode for search country,Search Country,Ieškoti Šalies,Yes
I18N_SEARCH_COUNTRY_LASTMONTH,I18NCode for Search Country Last Month,,,Yes
I18N_SEARCH_DIRECTOR,I18NCode for Search Director Bar,Search Director,Ieškoti direktoriaus,Yes
I18N_SEARCH_FOR_A_CONTACT_TO_START_A_CONVERSATION_,I18NCode for Search for a contact to start a conversation.,Find a contact to start a conversation. (Minimum 3 characters),"Raskite kontaktą, kad pradėtumėte pokalbį.",Yes
I18N_SEARCH_LANGUAGE,I18NCode for search language bar,Search language,Paieškos kalba,Yes
I18N_SEARCH_MEMBER,I18NCode for Search Member/Chapter,Search Member,Ieškoti nario,Yes
I18N_SEARCH_MODULE,I18NCode for search module bar,Search module,Paieškos modulis,Yes
I18N_SEARCH_PROFILES,I18NCode for Search in Profiles Page,Search Profiles,Ieškoti profilių,Yes
I18N_SEARCH_REGION,I18NCode for search region bar,Search Region,Ieškoti regione,Yes
I18N_SEARCH_TRANSLATION,I18NCode for search translation bar,Search translation,Ieškoti vertimo,Yes
I18N_SECONDS,I18NCode for seconds,seconds,sekundžių,Yes
I18N_SEE_ALL_CONVERSATIONS,"I18NCode for See all conversations
",See all conversations,Žiūrėti visus pokalbius,Yes
I18N_SELECT_A_CHAT_OR_CREATE_A_NEW_ONE,I18NCode for Select a chat or create a new one,Select a chat or create a new one,Pasirinkite pokalbį arba sukurkite naują,Yes
I18N_SELECT_A_LANGUAGE,I18NCode for Select a language,Select a language,Pasirinkite kalbą,Yes
I18N_SELECT_AN_IMAGE_FIRST,I18NCode for Select an image First,Select an image first.,Pirmiausia pasirinkite vaizdą.,Yes
I18N_SELECT_CHAPTER,I18NCode for Select Chapter,Select a Chapter,Pasirinkite skyrių,Yes
I18N_SELECT_DIRECTOR,I18NCode for Select Director,Select a Director,Pasirinkite direktorių,Yes
I18N_SELECT_IMAGE,I18NCode for Select Image,Select image,Pasirinkite vaizdą,Yes
I18N_SELECT_JUST_ONE_CONTACT,"I18NCode for Select just one contact
",Select just one contact,Pasirinkite tik vieną kontaktą,Yes
I18N_SELECT_KPI,I18NCode for Select Kpi,Select KPI,Pasirinkite KPI,Yes
I18N_SEND,I18NCode for Send,Send,Siųsti,Yes
I18N_SEND_A_PRIVATE_MESSAGE_TO_MULTIPLE_RECIPIENTS_SIMULTANEOUSLY_WITH_THE_SAME_CONTENT,I18NCode for Send a private message to multiple recipients simultaneously with the same content.,Send a private message to multiple users simultaneously with the same content.,Siųsti privatų pranešimą keliems vartotojams vienu metu su tuo pačiu turiniu.,Yes
I18N_SEND_BROADCAST,I18NCode for Send Broadcast,Send broadcast,Siųsti privatų pranešimą keliems vartotojams vienu metu su tuo pačiu turiniu.,Yes
I18N_SEND_EMAILS,I18NCode for Send Emails,Send Emails,Siųsti el,Yes
I18N_SENDING,I18NCode for Sending,Sending...,Siunčiama...,Yes
I18N_SEPTEMBER,I18NCode for September,September,rugsėjis,Yes
I18N_SETUP,I18NCode for Setup,Setup,Sąranka,Yes
I18N_SETUPNEWPASSWORD,I18NCode for SetupNewPassword,Setup New Password,Nustatykite naują slaptažodį,Yes
I18N_SHARING_BUTTON_COOKIES,"I18NCode for Sharing button cookies
",Sharing button cookies,Bendrinimo mygtuko slapukai,Yes
I18N_SHORT_NAME,I18NCode for the short name	,ShortName,ShortName,Yes
I18N_SHOW_ALL,I18NCode for Show All,Show all contact sphere,Rodyti visą kontaktinę sferą,Yes
I18N_SHOW_MEMBER_ON_THEIR,I18NCode for Show Member On Their,Show Member On Their,Rodyti narį apie juos,Yes
I18N_SHOW_MEMBERS_RENEWING_OVER_THE_NEXT,I18NCode for Show Members Renewing Over The Next,Show Members Renewing Over The Next,"Rodyti narius, kurie atsinaujina kitą kartą",Yes
I18N_SHOW_ONLY_CE,I18NCode for Show Only CE,Show only chapter contacts sphere ,Rodyti tik skyriaus kontaktų sferą,Yes
I18N_SIGN_IN,I18NCode for Sign in,Sign In,Prisijunkite,Yes
I18N_SIGN_OUT,I18NCode for Sign Out,Sign out,Atsijungti,Yes
I18N_SIGN_UP,I18NCode for Sign Up,Sign Up,Registruotis,Yes
I18N_SINCE,I18NCode for Since,Since,Kadangi,Yes
I18N_SIZE_GRAPH,I18NCode for Size on Graph,Size,Dydis,Yes
I18N_SIZE_IS_REQUIRED,I18NCode for Size is required,Size is required,Reikalingas dydis,Yes
I18N_SOURCE,I18NCode for Source,Source,Šaltinis,Yes
I18N_SPONS,I18NCode for Spons,Spons,Rėmėjai,Yes
I18N_SPONSOR_MODAL_TITTLE,I18NCode for SPONSOR Modal TIttle,List of Sponsored by,Rėmėjų sąrašas,Yes
I18N_SPONSOR_SINCE,I18NCode for Sponsor since,Sponsor since,Rėmėjas nuo,Yes
I18N_SPONSORED,I18NCode for Sponsored,Sponsored,Rėmėja,Yes
I18N_SPONSORED_CHAPTER_,I18NCode for Sponsored Chapter	,Sponsored Chapter,Remiamas skyrius,Yes
I18N_SPONSORED_REGION_,I18NCode for Sponsored Region,Sponsored Region,Remiamas regionas,Yes
I18N_START_ACTIVE_CHAPTERS,I18NCode for Start Active Chapters,Start Active Chapter,Pradėti aktyvų skyrių,Yes
I18N_START_ACTIVE_MEMBERS,I18NCode for Start Active Members,Start Active Members,Pradėti aktyvius narius,Yes
I18N_START_DATE,I18NCode for Start Date,Start Date,Pradžios data,Yes
I18N_START_DATE_IS_REQUIRED,I18NCode for Start date is required,Start date é obrigatória,Pradžios data é obrigatória,Yes
I18N_START_MONITORING,I18NCode for Start Monitoring,Start Monitoring,Pradėti stebėjimą,Yes
I18N_START_RETENTION,I18NCode for Start Retention,Start Retention,Pradėti saugojimą,Yes
I18N_START_VALUES,I18NCode for Start Values,Current Values,Dabartinės vertės,Yes
I18N_STARTS_PROCESS,"I18NCode for ""Starts Process""",starts process,pradeda procesą,Yes
I18N_STATUS,I18NCode for status label,Status,Būsena,Yes
I18N_STAY_ACTIVE,I18NCode for Stay Active,Stay active,Likite aktyvūs,Yes
I18N_SUBJECT,I18NCode for Subject,Subject,Tema,Yes
I18N_SUBMIT,I18NCode for the submit button,Submit,Pateikti,Yes
I18N_SUBMIT_CHAT_MODAL,I18NCode for Submit Chat Modal,You just created a chat.,Ką tik sukūrėte pokalbį.,Yes
I18N_SUBMIT_CONFIRM_BUTTON,I18NCode for Submit Confirm Button,"Ok, got it!","Gerai, supratau!",Yes
I18N_SUBMIT_GOALS_WARNING_TEXT,I18NCode for Submit Goals Warning Text,Unable to create goal because one already exists in that date range,"Nepavyko sukurti tikslo, nes toks jau yra toje dienų sekoje",Yes
I18N_SUBMIT_MODAL,I18NCode for Submit Modal Text,Form has been successfully submitted!,Forma sėkmingai pateikta!,Yes
I18N_SUBMIT_WARNING_TEXT,I18NCode for Submit Warning Text,"Sorry, looks like there are some errors detected, please try again.","Atsiprašome, atrodo, kad aptikta klaidų. Bandykite dar kartą.",Yes
I18N_SUBSTITUTIONS,I18NCode for SUBSTITUTIONS,Substitutions,Pakeitimai,Yes
I18N_SUCCESS,I18NCode for Success,Success,Sėkmės,Yes
I18N_SUSPENDED,I18NCode for Suspended,Suspended,Sustabdytas,Yes
I18N_SUSPENDED_CHAPTERS,I18NCode for Suspended Chapters,Suspended Chapters,Sustabdyti skyriai,Yes
I18N_SUSPENDED_MEMBERS,I18NCode for Suspended Members,Suspended Members,Sustabdyti nariai,Yes
I18N_SUSPENDED_MULTI,I18NCode for Suspended in Multi,Suspended,Sustabdytas,Yes
I18N_SWITCH_TO,I18NCode for SWITCH TO,Switch to ,Perjungti į,Yes
I18N_SYSTEM_ERROR,I18NCode for System Error,System Error,Sistemos klaida,Yes
I18N_TASK,I18NCode for Task,Tasks,Užduotys,Yes
I18N_TASK_TYPE,I18NCode for Task Type,Task Type,Užduoties tipas,Yes
I18N_TASKS_FOR_FALLING_MEMBERS,I18NCode for Tasks for Falling Members,Tasks for Falling Members,Užduotys byrantiems nariams,Yes
I18N_TASKS_FOR_FALLING_MEMBERS_DESCRIPTION,I18NCode for Tasks for Falling Members Description,Activate tasks for falling members,Suaktyvinkite krentančių narių užduotis,Yes
I18N_TASKS_FOR_MEMBERS_RENEWING,I18NCode for Tasks for Members Renewing,Tasks for Members Renewing,Užduotys atnaujinamiems nariams,Yes
I18N_TASKS_FOR_MEMBERS_RENEWING_DESCRIPTION,I18NCode for Tasks For Members Renewing Description,Activate tasks for members renewal,Suaktyvinkite narių atnaujinimo užduotis,Yes
I18N_TASKSTATUS,I18NCode for #TaskStatus in edit task modal,Task Status,Užduoties būsena,Yes
I18N_TEAM,I18NCode for Team,Team,Komanda,Yes
I18N_TEAM_INFORMATION,I18NCode for Team information,Team Information,Informacija apie komandą,Yes
I18N_TEAM_MEMBER,I18NCode for Team Member,Team Member,Komandos narys,Yes
I18N_TEAM_MEMBERS,I18NCode for Team Members,Team Members,Komandos nariai,Yes
I18N_TEAM_WORK,I18NCode for Team Work,Team Work,Komandinis darbas,Yes
I18N_TEAMS,I18NCode for Teams,Teams,Komandos,Yes
I18N_TELEPHONE_CONTACT,I18NCode for Telephone Contact,Telephone Contact,Telefonas Kontaktai,Yes
I18N_TEST,I18NCode for Test,Test,Testas,Yes
I18N_TESTIMONY,I18NCode for Testimony,Testimony,Liudijimas,Yes
I18N_THAN_PREVIOUS_MONTH,I18NCode for Than Previous Month,Than previous Month,Nei praėjusį mėnesį,Yes
I18N_THANK_YOU_FOR_CLOSING_BUSINESS,I18NCode for THANK YOU FOR CLOSING BUSINESS,Thank you for closing business,"Dėkojame, kad uždarėte verslą",Yes
I18N_THE_CHAT_WAS_NOT_DELETED_,I18NCode for The chat was not deleted!,The chat was not deleted!,Pokalbis nebuvo ištrintas!,Yes
I18N_THE_COOKIES_NECESSARY_FOR_NAVIGATION_ON_THE_SITE,"I18NCode for The cookies necessary for navigation on the site
",The cookies necessary for navigation on the site,"Slapukai, reikalingi naršyti svetainėje",Yes
I18N_THE_EXPIRATION_DATE_AND_TIME_MUST_BE_LATER_THAN_THE_CURRENT_DATE_,I18NCode for The expiration date and time must be later than the current date.,The expiration date and time must be later than the current date.,Galiojimo pabaigos data ir laikas turi būti vėlesni nei dabartinė data.,Yes
I18N_THE_POLL_MUST_HAVE_AT_LEAST_2_VALID_OPTIONS_,I18NCode for The poll must have at least 2 valid options.,The poll must have at least 2 valid options.,Apklausoje turi būti bent 2 galiojančios parinktys.,Yes
I18N_THE_QUESTION_IS_MANDATORY,I18NCode for The question is mandatory,The question is mandatory.,Klausimas yra privalomas.,Yes
I18N_THE_REGION,I18NCode for The Region,The Region,Regionas,Yes
I18N_THE_REGION_IN_NUMBERS,I18NCode for The Region in Numbers,The Region in Numbers,Regionas skaičiais,Yes
I18N_THE_TEAM,I18NCode for The Team,The Team,Komanda,Yes
I18N_THE_TOKEN_PROVIDED_IS_INVALID_OR_HAS_EXPIRED,I18NCode for Invalid Or Expired Token,The token provided is invalid or has expired,Komanda,Yes
I18N_THERE_ARE_NO_USERS_FROM_THIS_REGION,I18NCode for There are no users from this region,There are no users from this region,Nėra naudotojų iš šio regiono,Yes
I18N_THERE_IS_NO_DATA_FOR_THE_CURRENT_PROFILE,I18NCode for There is no data for the current profile,There is no data for the current profile,Dabartiniam profiliui duomenų nėra,Yes
I18N_TILL,I18NCode for Till,Till,Iki,Yes
I18N_TIME,I18NCode for Time in Kpi Correlation Page,Time,Laikas,Yes
I18N_TIME_S_UP,I18NCode for Time's Up,Time's Up!,Laikas baigėsi!,Yes
I18N_TO,I18NCode from To,To,Į,Yes
I18N_TO_BELOW,"I18NCode for ""To Below""",To below,Į žemiau,Yes
I18N_TO_GREEN,I18NCode for To Green,To Green,Į Žalią,Yes
I18N_TO_GREEN_LABEL_INFO,I18NCode for To Green Label Info,month(s) to reach Green,mėnesį (-ius) pasiekti Green,Yes
I18N_TO_RED,I18NCode for To Red,To Red,Į Raudoną,Yes
I18N_TO_SCHEDULE,I18NCode To schedule,To Schedule,Suplanuoti,Yes
I18N_TO_SHOW,I18NCode for To Show,to display.,rodyti.,Yes
I18N_TO_YELLOW,I18NCode for To Yellow,To Yellow,Į Geltoną,Yes
I18N_TOKEN_EXPIRED_MESSAGE,I18NCode for Token Expired Message,"<strong>Token Expired!</strong> Your activation Token has expired.
<br/>
Please request a new one to continue.",<strong>Baigėsi prieigos raktas!</strong> Baigėsi aktyvinimo prieigos rakto galiojimo laikas.,Yes
I18N_TOOLS_TO_IMPROVE_PERFORMANCE,I18NCode for Tools to improve performance,Tools to improve performance,Įrankiai našumui pagerinti,Yes
I18N_TOP_3,I18NCode for Top3,Top 3,Top 3,Yes
I18N_TOTAL,I18NCode for Total,Total,Iš viso,Yes
I18N_TOTAL_GROUPS,I18NCode for Total Groups,Total,Iš viso,Yes
I18N_TOTAL_MEMBERS,I18NCode for Total Members,Total members,Iš viso narių,Yes
I18N_TOTAL_NET_GROWTH,I18NCode for Total Net Growth,Total Net Growth,Bendras grynasis augimas,Yes
I18N_TOTAL_SPONSORS,I18NCode for Total Sponsors,Total Sponsors,Iš viso rėmėjų,Yes
I18N_TOTAL_TEAMS,I18NCode for Total Teams,Total teams,Iš viso komandos,Yes
I18N_TOTAL_TYFCB,I18NCode for Total TYFCB,Total,Iš viso,Yes
I18N_TRADUCAOTESTE,TraducaoTeste,teste,teste,Yes
I18N_TRAFFIC_LIGHT_SYSTEM_LEADERSHIP_DESCRIPTION,I18NCode for Traffic Light System Leadership Description,Traffic light system for leadership,Šviesoforų sistema vadovybei,Yes
I18N_TRAFFIC_LIGHTS,I18NCode for Traffic Lights,Traffic Lights,Šviesoforai,Yes
I18N_TRAFFIC_LIGHTS_CHAPTERS,I18NCode for Traffic Lights Chapters,Traffic Ligths / Chapters,Šviesoforai / Skyriai,Yes
I18N_TRAFFIC_LIGHTS_COUNTRY_,I18NCode for TRAFFIC LIGHTS Country	,Traffic Lights Country,Šviesoforų šalis,Yes
I18N_TRAFFIC_LIGHTS_EVOLUTION,I18NCode for Traffic Lights Evolution,Traffic Lights Evolution,Šviesoforų evoliucija,Yes
I18N_TRAFFIC_LIGHTS_EVOLUTION_COUNTRY,I18NCode for Traffic Lights Evolution Country,Traffic Lights Evolution Country,Šviesoforų evoliucijos šalis,Yes
I18N_TRAFFIC_LIGHTS_EVOLUTION_REGION,I18NCode for Traffic Lights Evolution Region Menu,Traffic Lights Evolution Region,Šviesoforų evoliucijos regionas,Yes
I18N_TRAFFIC_LIGHTS_MEMBERS,I18NCode for Traffic Lights Members,Traffic Lights / Members,Šviesoforai / Nariai,Yes
I18N_TRAFFIC_LIGHTS_MULTIREGION,I18NCode for Traffic Lights MultiRegion,Traffic Lights MultiRegion,Kelių regionų šviesoforai,Yes
I18N_TRAFFIC_LIGHTS_REGION,I18NCode for Traffic Lights Region,Traffic Lights Region,Šviesoforų regionas,Yes
I18N_TRAINING_ATTENDANCE,I18NCode for Training Attendance Chart,Training Attendance,Mokymų lankymas,Yes
I18N_TRANSLATED,I18NCode for Translated,Translated,Išversta,Yes
I18N_TRANSLATION,I18NCode for Translation,Translation,Vertimas,Yes
I18N_TRANSLATION_INFORMATION_FOR,I18NCode for Translation Information For,Translation information for,"Vertimo informacija, skirta",Yes
I18N_TRANSLATIONS,I18NCodes for translations,Translations,Vertimai,Yes
I18N_TRANSLATIONS_DESCRIPTION,I18NCode for translations description,Description,Aprašymas,Yes
I18N_TRY_AGAIN,I18NCode for Try Again,Try again,Bandykite dar kartą,Yes
I18N_TYFCB,Thank you for closing business,TYFCB,TYFCB,Yes
I18N_TYFCB_PER_MEMBER,I18NCode for TYFCB per Member,Per Member,Vienam nariui,Yes
I18N_TYFCB_TOTAL,I18NCode for TYFCB total 12 meses,Total (12 months),Iš viso (12 mėnesių),Yes
I18N_TYPE,I18NCode for Type,Type,Tipas,Yes
I18N_TYPE_OF_CONVERSATION,I18NCode for type of conversation,Chat type,Pokalbio tipas,Yes
I18N_TYPES_OF_COOKIES_USED,I18NCode for Types of cookies used,Types of cookies used,Naudojamų slapukų tipai,Yes
I18N_UNABLE_TO_PROCESS_YOUR_REQUEST,I18NCode for Unable To Process Your Request,Unable to process your request,Nepavyko apdoroti jūsų užklausos,Yes
I18N_UP,I18NCode for Up,Up,Aukštyn,Yes
I18N_UPCOMING_RENEWALS,I18NCode for Upcoming Renewels page,Upcomming Renewals,Būsimi atnaujinimai,Yes
I18N_UPDATE,I18NCode update label header modal,Update,Atnaujinti,Yes
I18N_UPDATE_CONTEXT,Update context label header modal	,Update ,Atnaujinti,Yes
I18N_UPDATE_DATE_RANGE,"I18NCode for Update date range
",Update Date Range,Atnaujinti dienų seką,Yes
I18N_UPDATE_LANGUAGE,Update languagelabel header modal,Update,Atnaujinti,Yes
I18N_UPDATE_MECHANISM,I18NCode for Update Mechanism,Update Mechanism,Atnaujinimo mechanizmas,Yes
I18N_UPDATE_MODULE,Update module label header modal	,Update,Atnaujinti,Yes
I18N_UPDATE_TRANSLATIONS,Update translations label header modal,Update,Atnaujinti,Yes
I18N_UPLOAD,I18NCode for Upload,Upload,Įkelti,Yes
I18N_UPLOAD_FILE_ERROR,I18NCode for Upload File Error in dropzone,File size greater than 5 MB,Failo dydis didesnis nei 5 MB,Yes
I18N_UPLOAD_FILES_SIZE,I18NCode for Upload Files Size label,Upload up to 2 files,Įkelti iki 2 failų,Yes
I18N_USAGES,I18NCode for Usages,Usages,Naudojimo būdai,Yes
I18N_USE_8_OR_MORE_CHARACTERS_WITH_A_MIX_OF_LETTERS__NUMBERS___SYMBOLS_,"I18NCode for Use 8 or more characters with a mix of letters, numbers & symbols.
","Use 8 or more characters with a mix of letters, numbers & symbols.","Naudokite 8 ar daugiau simbolių su raidžių, skaičių ir simbolių deriniu.",Yes
I18N_USER,I18NCode for User,User,Vartotojas,Yes
I18N_USER_CREATED_SUCCESSFULLY,I18NCode for User Created Successfully,User created successfully! Please check your email to complete registration.,Vartotojas sėkmingai sukurtas!,Yes
I18N_USER_DOES_NOT_EXIST,I18NCode for User Does Not Exist,User does not exist,Vartotojas neegzistuoja,Yes
I18N_USER_EMAIL_NOT_FOUND,I18NCode for User/Email not found,User/Email not found,Vartotojas / el. pašto adresas nerastas,Yes
I18N_USER_PROFILE,I18NCode for User Profile,User Profile,Vartotojo profilis,Yes
I18N_USERNAME,I18NCode for UserName,Username,Vartotojo vardas,Yes
I18N_USERS,I18NCode for Users,Users,Vartotojai,Yes
I18N_VALUE,I18NCode for Value,Value,Vertė,Yes
I18N_VIS_W,I18NCode for VisW,Vis/W,Vis/W,Yes
I18N_VISI,I18NCode for Visi,Visi.,Visi.,Yes
I18N_VISION,I18NCode for Vision,Vision,Vizija,Yes
I18N_VISITORS,I18NCode for Visitors,Visitors,Lankytojai,Yes
I18N_VISITS_12_MONTHS,I18NCode for Visits (12 months),Visitors (12 month),Lankytojai (12 mėn.),Yes
I18N_VISITS_IS_REQUIRED,I18NCode for Visits is required,Visits is required,Reikalingi vizitai,Yes
I18N_VISITS_NOT_QUALIFIED,I18NCode for Visits not qualified,Visits not Qualified,Nekvalifikuoti apsilankymai,Yes
I18N_VISITS_PER_WEEK__12_MONTHS_,I18NCode for Visits per Week (12 months),Visitors per Week (12 month),Lankytojų skaičius per savaitę (12 mėnesių),Yes
I18N_VISNQ,I18NCode for VisNQ,VISNQ,VISNQ,Yes
I18N_WARNING,Warning!,Warning!,Įspėjimas!,Yes
I18N_WARNING_ADD_TEAM,I18NCode for Warning Add team,You are adding a new team to the game.,Pridedate naują komandą į žaidimą.,Yes
I18N_WARNING_MESSAGE,Warning message on I18NCode Update Modal,By editing the I18N Code you must remove the 'I18N' text and '_' between Words.,Redaguodami I18N kodą turite pašalinti „I18N“ tekstą ir „_“ tarp žodžių.,Yes
I18N_WARNING_MESSAGE_ADD_KPI,I18NCode for Warning Message Add Kpi,You are adding a new Kpi to the game.,Pridedate naują Kpi prie žaidimo.,Yes
I18N_WARNING_MESSAGE_AUTOMATIC_GENERATOR,I18NCode for Warning message Automatic Generator,You're automatically generating teams for the game. Auto-generating teams will remove all previous teams from the game.,Jūs automatiškai sukuriate komandas žaidimui.,Yes
I18N_WARNING_MESSAGE_CHAPTER_GOAL,I18NCode for Warning Message Chapter Goal,"You are editing chapter objectives, calculations are disabled, make sure you are absolutely sure before proceeding.","Redaguojate skyriaus tikslus, skaičiavimai išjungti, prieš tęsdami įsitikinkite, kad esate visiškai tikri.",Yes
I18N_WARNING_MESSAGE_CONTEXT,Warning message on context Update Modal,"By editing the Context Type, you might break the system permissions functionality. Please ensure you're absolutely certain before proceeding.",Redaguodami konteksto tipą galite pažeisti sistemos leidimų funkciją.,Yes
I18N_WARNING_MESSAGE_COUNTRY_GOAL,I18NCode for Warning Message Country GOAL,"You are editing country objectives, calculations are disabled, make sure you are absolutely sure before proceeding.","Redaguojate šalies tikslus, skaičiavimai išjungti, prieš tęsdami įsitikinkite, kad esate visiškai tikri.",Yes
I18N_WARNING_MESSAGE_DIRECTOR_GOAL,I18NCode for Warning Message on Modal Update Director goal menu,"You are editing director objectives, calculations are disabled, make sure you are absolutely sure before proceeding.","Redaguojate režisieriaus tikslus, skaičiavimai išjungti, prieš tęsdami įsitikinkite, kad esate visiškai tikri.",Yes
I18N_WARNING_MESSAGE_EDIT_TEAM,I18NCode for Warning Message Edit Team,"You are editing a team, make sure you are absolutely sure before proceeding.","Redaguojate komandą, prieš tęsdami įsitikinkite, kad esate visiškai tikri.",Yes
I18N_WARNING_MESSAGE_GROUP_MECHANISMS,I18NCode for Warning Message in Group Mechanisms Update Modal,"You are editing chapter mechanisms, make sure you are absolutely sure before proceeding.","Redaguojate skyriaus mechanizmus, prieš tęsdami įsitikinkite, kad esate visiškai tikri.",Yes
I18N_WARNING_MESSAGE_LANGUAGE,Warning message on language Update Modal,"By editing the Language translation, you might break the system permissions functionality. Please ensure you're absolutely certain before proceeding.",Redaguodami kalbos vertimą galite pažeisti sistemos leidimų funkciją.,Yes
I18N_WARNING_MESSAGE_MEMBER_MECHANISMS,I18NCode for Warning Message Member Mechanisms,"You are editing member mechanisms, make sure you are absolutely sure before proceeding.","Jūs redaguojate narių mechanizmus, prieš tęsdami įsitikinkite, kad esate visiškai tikri.",Yes
