Code,Description,Default_Translation (en-en),Target_Translation (pl-pl),Has_Translation
I18N_REGIONS__CHAPTERS__MEMBERS__AND_TEAMS,"I18NCode for Regions, Chapters, Members, and Teams","Regions, Chapters, Members and Teams","Regiony, Oddziały, Członkowie i Zespoły",Yes
I18N_REGIONS_EVOLUTION,I18nCode for Regions Evolution,Regions Evolution,Ewolucja Regionów,Yes
I18N_REGIONS_SUBSTITLE,I18NCode for Regions,Regions,Regiony,Yes
I18N_REGISTER,I18NCode for Register ,Register,Rejestr,Yes
I18N_REGISTER_NEW_USER,I18NCode for Register New User,Register New User,Zarejestruj nowego użytkownika,Yes
I18N_REGISTER_ONLY_FOR_R2Y_USERS,I18NCode for Register Only For R2Y Users,This register is only for Reporting2You users,Rejestr ten jest przeznaczony wyłącznie dla użytkowników Reporting2You,Yes
I18N_RELOAD_CHART,I18NCode for the Reload Chart Button,Reload Chart,Załaduj ponownie wykres,Yes
I18N_REMOVE_CONFIRMATION_BUTTON,I18NCode for Remove confirmation Button,"Yes, remove it!","Tak, usuń to!",Yes
I18N_REMOVE_FROM_THE_GROUP,I18NCode for Remove from the group,Remove from the group,Usuń z grupy,Yes
I18N_REMOVE_IMAGE,I18NCode for Remove image,Remove image,Usuń obraz,Yes
I18N_RENEW,I18NCode for Renew,Renew at,Odnów o godz,Yes
I18N_RENEW_ABREVIATION,I18NCode for Renew Abreviation,Renew,Odnowić,Yes
I18N_RENEW_SINGULAR,I18NCode for Renew word in singular,Renew,Odnowić,Yes
I18N_RENEWALS,I18NCode for Renewals,Renewals,Odnowienia,Yes
I18N_RENEWALS_IS_REQUIRED,I18NCode for Renewals is required,Renewals is required,Wymagane są odnowienia,Yes
I18N_RENEWS,I18NCode for Renews,Renew,Odnowić,Yes
I18N_REPORT,I18NCode for Report,Report,Raport,Yes
I18N_REPORT_DATE,I18NCode for Report Date in Datatables Pdf Export,Report date,Data raportu,Yes
I18N_REPORT_NAME,I18NCode for Report Name,Report Name,Nazwa raportu,Yes
I18N_REPORTS,I18NCode for Reports,Reports,Raporty,Yes
I18N_REQUEST_NEW_TOKEN,I18NCode for Request New Token,Request New Token,Poproś o nowy token,Yes
I18N_REQUIRED_CODE,Required Code,I18n Codes names is required to be unique.,Nazwy kodów I18n muszą być unikalne.,Yes
I18N_RES,I18NCode for Res,Res.,Rozdzielczość,Yes
I18N_RESET,I18NCode for Reset,Reset,Nastawić,Yes
I18N_RESIZE_CHAPTER_IMAGE_,I18NCode for Resize Chapter Image ,Resize chapter image,Zmień rozmiar obrazu rozdziału,Yes
I18N_RESIZE_PROFILE_PICTURE,I18NCode for Resize profile picture,Resize profile picture,Zmień rozmiar zdjęcia profilowego,Yes
I18N_RESPONDING_TO,"I18NCode for Responding to
",Responding to,Odpowiadając na,Yes
I18N_RESULT,I18NCode for Result,Result,Wynik,Yes
I18N_RET,I18NCode for Ret,Ret.,Gnić.,Yes
I18N_RET_1Y,I18NCode for Ret 1Y,Ret.1Y,Ret.1Y,Yes
I18N_RETAIN,I18NCode for Retain,Retain,Zachować,Yes
I18N_RETENTION,Retention,Retention,Zatrzymanie,Yes
I18N_RETENTION_IS_REQUIRED,I18NCode for Retention is required,Retention is required,Retencja jest wymagana,Yes
I18N_RETURN_TO_LIST,I18NCode for Return to list,Return to list,Wróć do listy,Yes
I18N_RETURN_TO_LOGIN,I18NCode for Return to Login,Return to Login,Wróć do logowania,Yes
I18N_RETURN_TO_PREVIOUS_PAGE,I18NCode for Back to previous page,Return to previous page,Wróć do poprzedniej strony,Yes
I18N_RG,I18NCode for RG,RG,RG,Yes
I18N_ROLE,I18NCode for Role,Role,Rola,Yes
I18N_RR,I18NCode for RR,RR,RR,Yes
I18N_S,I18NCode for S,S,S,Yes
I18N_SAVE,I18NCode for Save Button,Save,Ratować,Yes
I18N_SAVED_FILES,I18NCode for Saved Files,Saved Files,Zapisane pliki,Yes
I18N_SCHEDULED,I18NCode to scheduled,Scheduled,Zaplanowany,Yes
I18N_SCHEDULED_DATE,I18NCode for Scheduled Date in Manage Tasks,Scheduled Date,Zaplanowana data,Yes
I18N_SEARCH,I18NCode for Search,Search,Szukaj,Yes
I18N_SEARCH_BY,I18NCode for Search By label,Search by,Wyszukaj według,Yes
I18N_SEARCH_BY_PROFESSION,I18NCode for Search By Profession,Search by Profession,Szukaj według zawodu,Yes
I18N_SEARCH_CHAPTER,I18NCode for Search Chapter,Search Chapter,Szukaj rozdziału,Yes
I18N_SEARCH_CODEI18N,,Search Code I18N,Wyszukaj kod I18N,Yes
I18N_SEARCH_CONTEXT,I18NCode for search context bar,Search context,Kontekst wyszukiwania,Yes
I18N_SEARCH_COUNTRY,I18nCode for search country,Search Country,Wyszukaj kraj,Yes
I18N_SEARCH_COUNTRY_LASTMONTH,I18NCode for Search Country Last Month,,,Yes
I18N_SEARCH_DIRECTOR,I18NCode for Search Director Bar,Search Director,Dyrektor wyszukiwania,Yes
I18N_SEARCH_FOR_A_CONTACT_TO_START_A_CONVERSATION_,I18NCode for Search for a contact to start a conversation.,Find a contact to start a conversation. (Minimum 3 characters),"Znajdź kontakt, aby rozpocząć rozmowę.",Yes
I18N_SEARCH_LANGUAGE,I18NCode for search language bar,Search language,Wyszukaj język,Yes
I18N_SEARCH_MEMBER,I18NCode for Search Member/Chapter,Search Member,Wyszukaj członka,Yes
I18N_SEARCH_MODULE,I18NCode for search module bar,Search module,Moduł wyszukiwania,Yes
I18N_SEARCH_PROFILES,I18NCode for Search in Profiles Page,Search Profiles,Wyszukaj profile,Yes
I18N_SEARCH_REGION,I18NCode for search region bar,Search Region,Szukaj w regionie,Yes
I18N_SEARCH_TRANSLATION,I18NCode for search translation bar,Search translation,Wyszukaj tłumaczenie,Yes
I18N_SECONDS,I18NCode for seconds,seconds,towary drugiej jakości,Yes
I18N_SEE_ALL_CONVERSATIONS,"I18NCode for See all conversations
",See all conversations,Zobacz wszystkie rozmowy,Yes
I18N_SELECT_A_CHAT_OR_CREATE_A_NEW_ONE,I18NCode for Select a chat or create a new one,Select a chat or create a new one,Wybierz czat lub utwórz nowy,Yes
I18N_SELECT_A_LANGUAGE,I18NCode for Select a language,Select a language,Wybierz język,Yes
I18N_SELECT_AN_IMAGE_FIRST,I18NCode for Select an image First,Select an image first.,Najpierw wybierz obraz.,Yes
I18N_SELECT_CHAPTER,I18NCode for Select Chapter,Select a Chapter,Wybierz rozdział,Yes
I18N_SELECT_DIRECTOR,I18NCode for Select Director,Select a Director,Wybierz dyrektora,Yes
I18N_SELECT_IMAGE,I18NCode for Select Image,Select image,Wybierz obraz,Yes
I18N_SELECT_JUST_ONE_CONTACT,"I18NCode for Select just one contact
",Select just one contact,Wybierz tylko jeden kontakt,Yes
I18N_SELECT_KPI,I18NCode for Select Kpi,Select KPI,Wybierz KPI,Yes
I18N_SEND,I18NCode for Send,Send,Wysłać,Yes
I18N_SEND_A_PRIVATE_MESSAGE_TO_MULTIPLE_RECIPIENTS_SIMULTANEOUSLY_WITH_THE_SAME_CONTENT,I18NCode for Send a private message to multiple recipients simultaneously with the same content.,Send a private message to multiple users simultaneously with the same content.,Wyślij prywatną wiadomość do wielu użytkowników jednocześnie z tą samą treścią.,Yes
I18N_SEND_BROADCAST,I18NCode for Send Broadcast,Send broadcast,Wyślij transmisję,Yes
I18N_SEND_EMAILS,I18NCode for Send Emails,Send Emails,Wysyłaj e-maile,Yes
I18N_SENDING,I18NCode for Sending,Sending...,Przesyłka...,Yes
I18N_SEPTEMBER,I18NCode for September,September,Wrzesień,Yes
I18N_SETUP,I18NCode for Setup,Setup,Organizować coś,Yes
I18N_SETUPNEWPASSWORD,I18NCode for SetupNewPassword,Setup New Password,Skonfiguruj nowe hasło,Yes
I18N_SHARING_BUTTON_COOKIES,"I18NCode for Sharing button cookies
",Sharing button cookies,Udostępnianie plików cookie przycisku,Yes
I18N_SHORT_NAME,I18NCode for the short name	,ShortName,Krótka nazwa,Yes
I18N_SHOW_ALL,I18NCode for Show All,Show all contact sphere,Pokaż całą sferę kontaktową,Yes
I18N_SHOW_MEMBER_ON_THEIR,I18NCode for Show Member On Their,Show Member On Their,Pokaż członka na swoim,Yes
I18N_SHOW_MEMBERS_RENEWING_OVER_THE_NEXT,I18NCode for Show Members Renewing Over The Next,Show Members Renewing Over The Next,Pokaż członków odnawiających się w następnym,Yes
I18N_SHOW_ONLY_CE,I18NCode for Show Only CE,Show only chapter contacts sphere ,Pokaż tylko sferę kontaktów rozdziału,Yes
I18N_SIGN_IN,I18NCode for Sign in,Sign In,Zalogować się,Yes
I18N_SIGN_OUT,I18NCode for Sign Out,Sign out,Wyloguj się,Yes
I18N_SIGN_UP,I18NCode for Sign Up,Sign Up,Zapisać się,Yes
I18N_SINCE,I18NCode for Since,Since,Od,Yes
I18N_SIZE_GRAPH,I18NCode for Size on Graph,Size,Rozmiar,Yes
I18N_SIZE_IS_REQUIRED,I18NCode for Size is required,Size is required,Rozmiar jest wymagany,Yes
I18N_SOURCE,I18NCode for Source,Source,Źródło,Yes
I18N_SPONS,I18NCode for Spons,Spons,Sponsorzy,Yes
I18N_SPONSOR_MODAL_TITTLE,I18NCode for SPONSOR Modal TIttle,List of Sponsored by,Lista sponsorowanych przez,Yes
I18N_SPONSOR_SINCE,I18NCode for Sponsor since,Sponsor since,Sponsor od,Yes
I18N_SPONSORED,I18NCode for Sponsored,Sponsored,Sponsorowane,Yes
I18N_SPONSORED_CHAPTER_,I18NCode for Sponsored Chapter	,Sponsored Chapter,Rozdział sponsorowany,Yes
I18N_SPONSORED_REGION_,I18NCode for Sponsored Region,Sponsored Region,Region sponsorowany,Yes
I18N_START_ACTIVE_CHAPTERS,I18NCode for Start Active Chapters,Start Active Chapter,Rozpocznij aktywny rozdział,Yes
I18N_START_ACTIVE_MEMBERS,I18NCode for Start Active Members,Start Active Members,Uruchom aktywnych członków,Yes
I18N_START_DATE,I18NCode for Start Date,Start Date,Data rozpoczęcia,Yes
I18N_START_DATE_IS_REQUIRED,I18NCode for Start date is required,Start date é obrigatória,Data rozpoczęcia i obrigatória,Yes
I18N_START_MONITORING,I18NCode for Start Monitoring,Start Monitoring,Rozpocznij monitorowanie,Yes
I18N_START_RETENTION,I18NCode for Start Retention,Start Retention,Rozpocznij przechowywanie,Yes
I18N_START_VALUES,I18NCode for Start Values,Current Values,Aktualne wartości,Yes
I18N_STARTS_PROCESS,"I18NCode for ""Starts Process""",starts process,rozpoczyna proces,Yes
I18N_STATUS,I18NCode for status label,Status,Status,Yes
I18N_STAY_ACTIVE,I18NCode for Stay Active,Stay active,Bądź aktywny,Yes
I18N_SUBJECT,I18NCode for Subject,Subject,Temat,Yes
I18N_SUBMIT,I18NCode for the submit button,Submit,Składać,Yes
I18N_SUBMIT_CHAT_MODAL,I18NCode for Submit Chat Modal,You just created a chat.,Właśnie utworzyłeś czat.,Yes
I18N_SUBMIT_CONFIRM_BUTTON,I18NCode for Submit Confirm Button,"Ok, got it!","OK, rozumiem!",Yes
I18N_SUBMIT_GOALS_WARNING_TEXT,I18NCode for Submit Goals Warning Text,Unable to create goal because one already exists in that date range,"Nie można utworzyć celu, ponieważ taki już istnieje w tym zakresie dat",Yes
I18N_SUBMIT_MODAL,I18NCode for Submit Modal Text,Form has been successfully submitted!,Formularz został pomyślnie przesłany!,Yes
I18N_SUBMIT_WARNING_TEXT,I18NCode for Submit Warning Text,"Sorry, looks like there are some errors detected, please try again.","Przepraszamy, wygląda na to, że wykryto błędy. Spróbuj ponownie.",Yes
I18N_SUBSTITUTIONS,I18NCode for SUBSTITUTIONS,Substitutions,Zastępstwa,Yes
I18N_SUCCESS,I18NCode for Success,Success,Sukces,Yes
I18N_SUSPENDED,I18NCode for Suspended,Suspended,Zawieszony,Yes
I18N_SUSPENDED_CHAPTERS,I18NCode for Suspended Chapters,Suspended Chapters,Zawieszone rozdziały,Yes
I18N_SUSPENDED_MEMBERS,I18NCode for Suspended Members,Suspended Members,Członkowie zawieszeni,Yes
I18N_SUSPENDED_MULTI,I18NCode for Suspended in Multi,Suspended,Zawieszony,Yes
I18N_SWITCH_TO,I18NCode for SWITCH TO,Switch to ,Przełącz na,Yes
I18N_SYSTEM_ERROR,I18NCode for System Error,System Error,Błąd systemu,Yes
I18N_TASK,I18NCode for Task,Tasks,Zadania,Yes
I18N_TASK_TYPE,I18NCode for Task Type,Task Type,Typ zadania,Yes
I18N_TASKS_FOR_FALLING_MEMBERS,I18NCode for Tasks for Falling Members,Tasks for Falling Members,Zadania dla członków spadających,Yes
I18N_TASKS_FOR_FALLING_MEMBERS_DESCRIPTION,I18NCode for Tasks for Falling Members Description,Activate tasks for falling members,Aktywuj zadania dla spadających członków,Yes
I18N_TASKS_FOR_MEMBERS_RENEWING,I18NCode for Tasks for Members Renewing,Tasks for Members Renewing,Zadania dla członków odnawiających,Yes
I18N_TASKS_FOR_MEMBERS_RENEWING_DESCRIPTION,I18NCode for Tasks For Members Renewing Description,Activate tasks for members renewal,Aktywuj zadania odnowienia członkostwa,Yes
I18N_TASKSTATUS,I18NCode for #TaskStatus in edit task modal,Task Status,Stan zadania,Yes
I18N_TEAM,I18NCode for Team,Team,Zespół,Yes
I18N_TEAM_INFORMATION,I18NCode for Team information,Team Information,Informacje o zespole,Yes
I18N_TEAM_MEMBER,I18NCode for Team Member,Team Member,Członek zespołu,Yes
I18N_TEAM_MEMBERS,I18NCode for Team Members,Team Members,Członkowie zespołu,Yes
I18N_TEAM_WORK,I18NCode for Team Work,Team Work,Praca zespołowa,Yes
I18N_TEAMS,I18NCode for Teams,Teams,Zespoły,Yes
I18N_TELEPHONE_CONTACT,I18NCode for Telephone Contact,Telephone Contact,Kontakt telefoniczny,Yes
I18N_TEST,I18NCode for Test,Test,Test,Yes
I18N_TESTIMONY,I18NCode for Testimony,Testimony,Świadectwo,Yes
I18N_THAN_PREVIOUS_MONTH,I18NCode for Than Previous Month,Than previous Month,Niż w poprzednim miesiącu,Yes
I18N_THANK_YOU_FOR_CLOSING_BUSINESS,I18NCode for THANK YOU FOR CLOSING BUSINESS,Thank you for closing business,Dziękuję za zamknięcie firmy,Yes
I18N_THE_CHAT_WAS_NOT_DELETED_,I18NCode for The chat was not deleted!,The chat was not deleted!,Czat nie został usunięty!,Yes
I18N_THE_COOKIES_NECESSARY_FOR_NAVIGATION_ON_THE_SITE,"I18NCode for The cookies necessary for navigation on the site
",The cookies necessary for navigation on the site,Pliki cookies niezbędne do nawigacji w serwisie,Yes
I18N_THE_EXPIRATION_DATE_AND_TIME_MUST_BE_LATER_THAN_THE_CURRENT_DATE_,I18NCode for The expiration date and time must be later than the current date.,The expiration date and time must be later than the current date.,Data i godzina ważności muszą być późniejsze niż bieżąca data.,Yes
I18N_THE_POLL_MUST_HAVE_AT_LEAST_2_VALID_OPTIONS_,I18NCode for The poll must have at least 2 valid options.,The poll must have at least 2 valid options.,Ankieta musi zawierać co najmniej 2 prawidłowe opcje.,Yes
I18N_THE_QUESTION_IS_MANDATORY,I18NCode for The question is mandatory,The question is mandatory.,Pytanie jest obowiązkowe.,Yes
I18N_THE_REGION,I18NCode for The Region,The Region,Region,Yes
I18N_THE_REGION_IN_NUMBERS,I18NCode for The Region in Numbers,The Region in Numbers,Region w liczbach,Yes
I18N_THE_TEAM,I18NCode for The Team,The Team,Zespół,Yes
I18N_THE_TOKEN_PROVIDED_IS_INVALID_OR_HAS_EXPIRED,I18NCode for Invalid Or Expired Token,The token provided is invalid or has expired,Podany token jest nieprawidłowy lub wygasł,Yes
I18N_THERE_ARE_NO_USERS_FROM_THIS_REGION,I18NCode for There are no users from this region,There are no users from this region,Brak użytkowników z tego regionu,Yes
I18N_THERE_IS_NO_DATA_FOR_THE_CURRENT_PROFILE,I18NCode for There is no data for the current profile,There is no data for the current profile,Brak danych dla bieżącego profilu,Yes
I18N_TILL,I18NCode for Till,Till,Do,Yes
I18N_TIME,I18NCode for Time in Kpi Correlation Page,Time,Czas,Yes
I18N_TIME_S_UP,I18NCode for Time's Up,Time's Up!,Czas minął!,Yes
I18N_TO,I18NCode from To,To,Do,Yes
I18N_TO_BELOW,"I18NCode for ""To Below""",To below,Do poniżej,Yes
I18N_TO_GREEN,I18NCode for To Green,To Green,Do Zielonego,Yes
I18N_TO_GREEN_LABEL_INFO,I18NCode for To Green Label Info,month(s) to reach Green,"miesięcy, aby dotrzeć do Green",Yes
I18N_TO_RED,I18NCode for To Red,To Red,Do Czerwonego,Yes
I18N_TO_SCHEDULE,I18NCode To schedule,To Schedule,Aby zaplanować,Yes
I18N_TO_SHOW,I18NCode for To Show,to display.,wyświetlić.,Yes
I18N_TO_YELLOW,I18NCode for To Yellow,To Yellow,Do Żółtego,Yes
I18N_TOKEN_EXPIRED_MESSAGE,I18NCode for Token Expired Message,"<strong>Token Expired!</strong> Your activation Token has expired.
<br/>
Please request a new one to continue.",<strong>Token wygasł!</strong> Twój token aktywacyjny wygasł.,Yes
I18N_TOOLS_TO_IMPROVE_PERFORMANCE,I18NCode for Tools to improve performance,Tools to improve performance,Narzędzia poprawiające wydajność,Yes
I18N_TOP_3,I18NCode for Top3,Top 3,Najlepsze 3,Yes
I18N_TOTAL,I18NCode for Total,Total,Całkowity,Yes
I18N_TOTAL_GROUPS,I18NCode for Total Groups,Total,Całkowity,Yes
I18N_TOTAL_MEMBERS,I18NCode for Total Members,Total members,Całkowita liczba członków,Yes
I18N_TOTAL_NET_GROWTH,I18NCode for Total Net Growth,Total Net Growth,Całkowity wzrost netto,Yes
I18N_TOTAL_SPONSORS,I18NCode for Total Sponsors,Total Sponsors,Wszystkich sponsorów,Yes
I18N_TOTAL_TEAMS,I18NCode for Total Teams,Total teams,Razem zespoły,Yes
I18N_TOTAL_TYFCB,I18NCode for Total TYFCB,Total,Całkowity,Yes
I18N_TRADUCAOTESTE,TraducaoTeste,teste,jądro,Yes
I18N_TRAFFIC_LIGHT_SYSTEM_LEADERSHIP_DESCRIPTION,I18NCode for Traffic Light System Leadership Description,Traffic light system for leadership,System sygnalizacji świetlnej dla przywództwa,Yes
I18N_TRAFFIC_LIGHTS,I18NCode for Traffic Lights,Traffic Lights,Światła drogowe,Yes
I18N_TRAFFIC_LIGHTS_CHAPTERS,I18NCode for Traffic Lights Chapters,Traffic Ligths / Chapters,Sygnalizacja świetlna / rozdziały,Yes
I18N_TRAFFIC_LIGHTS_COUNTRY_,I18NCode for TRAFFIC LIGHTS Country	,Traffic Lights Country,Kraj z sygnalizacją świetlną,Yes
I18N_TRAFFIC_LIGHTS_EVOLUTION,I18NCode for Traffic Lights Evolution,Traffic Lights Evolution,Ewolucja sygnalizacji świetlnej,Yes
I18N_TRAFFIC_LIGHTS_EVOLUTION_COUNTRY,I18NCode for Traffic Lights Evolution Country,Traffic Lights Evolution Country,Kraj ewolucji sygnalizacji świetlnej,Yes
I18N_TRAFFIC_LIGHTS_EVOLUTION_REGION,I18NCode for Traffic Lights Evolution Region Menu,Traffic Lights Evolution Region,Region ewolucji sygnalizacji świetlnej,Yes
I18N_TRAFFIC_LIGHTS_MEMBERS,I18NCode for Traffic Lights Members,Traffic Lights / Members,Sygnalizacja świetlna / Członkowie,Yes
I18N_TRAFFIC_LIGHTS_MULTIREGION,I18NCode for Traffic Lights MultiRegion,Traffic Lights MultiRegion,Sygnalizacja świetlna MultiRegion,Yes
I18N_TRAFFIC_LIGHTS_REGION,I18NCode for Traffic Lights Region,Traffic Lights Region,Region sygnalizacji świetlnej,Yes
I18N_TRAINING_ATTENDANCE,I18NCode for Training Attendance Chart,Training Attendance,Udział w szkoleniu,Yes
I18N_TRANSLATED,I18NCode for Translated,Translated,Przetłumaczony,Yes
I18N_TRANSLATION,I18NCode for Translation,Translation,Tłumaczenie,Yes
I18N_TRANSLATION_INFORMATION_FOR,I18NCode for Translation Information For,Translation information for,Informacje o tłumaczeniu dla,Yes
I18N_TRANSLATIONS,I18NCodes for translations,Translations,Tłumaczenia,Yes
I18N_TRANSLATIONS_DESCRIPTION,I18NCode for translations description,Description,Opis,Yes
I18N_TRY_AGAIN,I18NCode for Try Again,Try again,Spróbuj ponownie,Yes
I18N_TYFCB,Thank you for closing business,TYFCB,TYFCB,Yes
I18N_TYFCB_PER_MEMBER,I18NCode for TYFCB per Member,Per Member,Na członka,Yes
I18N_TYFCB_TOTAL,I18NCode for TYFCB total 12 meses,Total (12 months),Razem (12 miesięcy),Yes
I18N_TYPE,I18NCode for Type,Type,Typ,Yes
I18N_TYPE_OF_CONVERSATION,I18NCode for type of conversation,Chat type,Typ czatu,Yes
I18N_TYPES_OF_COOKIES_USED,I18NCode for Types of cookies used,Types of cookies used,Rodzaje używanych plików cookies,Yes
I18N_UNABLE_TO_PROCESS_YOUR_REQUEST,I18NCode for Unable To Process Your Request,Unable to process your request,Nie można przetworzyć Twojego żądania,Yes
I18N_UP,I18NCode for Up,Up,W górę,Yes
I18N_UPCOMING_RENEWALS,I18NCode for Upcoming Renewels page,Upcomming Renewals,Nadchodzące odnowienia,Yes
I18N_UPDATE,I18NCode update label header modal,Update,Aktualizacja,Yes
I18N_UPDATE_CONTEXT,Update context label header modal	,Update ,Aktualizacja,Yes
I18N_UPDATE_DATE_RANGE,"I18NCode for Update date range
",Update Date Range,Zaktualizuj zakres dat,Yes
I18N_UPDATE_LANGUAGE,Update languagelabel header modal,Update,Aktualizacja,Yes
I18N_UPDATE_MECHANISM,I18NCode for Update Mechanism,Update Mechanism,Aktualizuj mechanizm,Yes
I18N_UPDATE_MODULE,Update module label header modal	,Update,Aktualizacja,Yes
I18N_UPDATE_TRANSLATIONS,Update translations label header modal,Update,Aktualizacja,Yes
I18N_UPLOAD,I18NCode for Upload,Upload,Wgrywać,Yes
I18N_UPLOAD_FILE_ERROR,I18NCode for Upload File Error in dropzone,File size greater than 5 MB,Rozmiar pliku większy niż 5 MB,Yes
I18N_UPLOAD_FILES_SIZE,I18NCode for Upload Files Size label,Upload up to 2 files,Prześlij maksymalnie 2 pliki,Yes
I18N_USAGES,I18NCode for Usages,Usages,Zastosowania,Yes
I18N_USE_8_OR_MORE_CHARACTERS_WITH_A_MIX_OF_LETTERS__NUMBERS___SYMBOLS_,"I18NCode for Use 8 or more characters with a mix of letters, numbers & symbols.
","Use 8 or more characters with a mix of letters, numbers & symbols.","Użyj 8 lub więcej znaków oraz kombinacji liter, cyfr i symboli.",Yes
I18N_USER,I18NCode for User,User,Użytkownik,Yes
I18N_USER_CREATED_SUCCESSFULLY,I18NCode for User Created Successfully,User created successfully! Please check your email to complete registration.,Użytkownik został utworzony pomyślnie!,Yes
I18N_USER_DOES_NOT_EXIST,I18NCode for User Does Not Exist,User does not exist,Użytkownik nie istnieje,Yes
I18N_USER_EMAIL_NOT_FOUND,I18NCode for User/Email not found,User/Email not found,Nie znaleziono użytkownika/e-maila,Yes
I18N_USER_PROFILE,I18NCode for User Profile,User Profile,Profil użytkownika,Yes
I18N_USERNAME,I18NCode for UserName,Username,Nazwa użytkownika,Yes
I18N_USERS,I18NCode for Users,Users,Użytkownicy,Yes
I18N_VALUE,I18NCode for Value,Value,Wartość,Yes
I18N_VIS_W,I18NCode for VisW,Vis/W,Vis/W,Yes
I18N_VISI,I18NCode for Visi,Visi.,Wizyta.,Yes
I18N_VISION,I18NCode for Vision,Vision,Wizja,Yes
I18N_VISITORS,I18NCode for Visitors,Visitors,Goście,Yes
I18N_VISITS_12_MONTHS,I18NCode for Visits (12 months),Visitors (12 month),Odwiedzający (12 miesięcy),Yes
I18N_VISITS_IS_REQUIRED,I18NCode for Visits is required,Visits is required,Wizyty są wymagane,Yes
I18N_VISITS_NOT_QUALIFIED,I18NCode for Visits not qualified,Visits not Qualified,Wizyty niekwalifikowane,Yes
I18N_VISITS_PER_WEEK__12_MONTHS_,I18NCode for Visits per Week (12 months),Visitors per Week (12 month),Odwiedzający tygodniowo (12 miesięcy),Yes
I18N_VISNQ,I18NCode for VisNQ,VISNQ,VISNQ,Yes
I18N_WARNING,Warning!,Warning!,Ostrzeżenie!,Yes
I18N_WARNING_ADD_TEAM,I18NCode for Warning Add team,You are adding a new team to the game.,Dodajesz nową drużynę do gry.,Yes
I18N_WARNING_MESSAGE,Warning message on I18NCode Update Modal,By editing the I18N Code you must remove the 'I18N' text and '_' between Words.,"Edytując kod I18N, musisz usunąć tekst „I18N” i „_” między słowami.",Yes
I18N_WARNING_MESSAGE_ADD_KPI,I18NCode for Warning Message Add Kpi,You are adding a new Kpi to the game.,Dodajesz nowe Kpi do gry.,Yes
I18N_WARNING_MESSAGE_AUTOMATIC_GENERATOR,I18NCode for Warning message Automatic Generator,You're automatically generating teams for the game. Auto-generating teams will remove all previous teams from the game.,Automatycznie generujesz drużyny do gry.,Yes
I18N_WARNING_MESSAGE_CHAPTER_GOAL,I18NCode for Warning Message Chapter Goal,"You are editing chapter objectives, calculations are disabled, make sure you are absolutely sure before proceeding.","Edytujesz cele rozdziału, obliczenia są wyłączone. Przed kontynuowaniem upewnij się, że jesteś całkowicie pewien.",Yes
I18N_WARNING_MESSAGE_CONTEXT,Warning message on context Update Modal,"By editing the Context Type, you might break the system permissions functionality. Please ensure you're absolutely certain before proceeding.","Edytując typ kontekstu, możesz przerwać działanie uprawnień systemowych.",Yes
I18N_WARNING_MESSAGE_COUNTRY_GOAL,I18NCode for Warning Message Country GOAL,"You are editing country objectives, calculations are disabled, make sure you are absolutely sure before proceeding.","Edytujesz cele krajowe, obliczenia są wyłączone. Zanim przejdziesz dalej, upewnij się, że jesteś całkowicie pewien.",Yes
I18N_WARNING_MESSAGE_DIRECTOR_GOAL,I18NCode for Warning Message on Modal Update Director goal menu,"You are editing director objectives, calculations are disabled, make sure you are absolutely sure before proceeding.","Edytujesz cele dyrektora, obliczenia są wyłączone, upewnij się, że masz całkowitą pewność przed kontynuowaniem.",Yes
I18N_WARNING_MESSAGE_EDIT_TEAM,I18NCode for Warning Message Edit Team,"You are editing a team, make sure you are absolutely sure before proceeding.","Edytujesz zespół, zanim przejdziesz dalej, upewnij się, że masz całkowitą pewność.",Yes
I18N_WARNING_MESSAGE_GROUP_MECHANISMS,I18NCode for Warning Message in Group Mechanisms Update Modal,"You are editing chapter mechanisms, make sure you are absolutely sure before proceeding.","Edytujesz mechanizmy rozdziałów, zanim przejdziesz dalej, upewnij się, że masz całkowitą pewność.",Yes
I18N_WARNING_MESSAGE_LANGUAGE,Warning message on language Update Modal,"By editing the Language translation, you might break the system permissions functionality. Please ensure you're absolutely certain before proceeding.","Edytując tłumaczenie języka, możesz uszkodzić funkcjonalność uprawnień systemowych.",Yes
I18N_WARNING_MESSAGE_MEMBER_MECHANISMS,I18NCode for Warning Message Member Mechanisms,"You are editing member mechanisms, make sure you are absolutely sure before proceeding.","Edytujesz mechanizmy członkowskie, upewnij się, że masz całkowitą pewność przed kontynuowaniem.",Yes
I18N_WARNING_MESSAGE_MENU,I18NCode for Warning Message on Menu,"By editing the permission Menu, you might break the system permissions functionality. Please ensure you're absolutely certain before  proceeding.","Edytując menu uprawnień, możesz uszkodzić funkcjonalność uprawnień systemowych.",Yes
I18N_WARNING_MESSAGE_MODULE,Warning message on module Update Modal	,"By editing the Module Type, you might break the system permissions functionality. Please ensure you're absolutely certain before proceeding.","Edytując typ modułu, możesz przerwać działanie uprawnień systemowych.",Yes
I18N_WARNING_MESSAGE_MULTI_REGION_GOAL,I18NCode for I18NCode for Warning Message Multi Region GOAL,"You are editing multi region objectives, calculations are disabled, make sure you are absolutely sure before proceeding.","Edytujesz cele obejmujące wiele regionów, obliczenia są wyłączone. Przed kontynuowaniem upewnij się, że masz całkowitą pewność.",Yes
I18N_WARNING_MESSAGE_NO_GAMES,I18NCode for WARNING MESSAGE NO Games,Start by adding a bni game.,Zacznij od dodania gry bni.,Yes
